Год;Месяц;День;Алтайский край;Забайкальский край;Иркутская область;Кемеровская область;Красноярский край;Новосибирская область;Омская область;Республика Бурятия;Республика Тыва;Республика Хакасия;Томская область
;;24;31801;27078;181375;91952;141252;52057;32662;18640;3008;47777;25381
;;25;31058;26281;178868;92141;138006;50030;31846;19174;3022;47816;24904
;;26;30626;25933;176579;92414;137385;50642;32192;19166;2966;47448;24718
;;27;32454;26077;178379;93057;140680;53063;33322;19133;2980;48136;25275
;;28;32200;26598;176493;92139;140644;53075;33601;18683;3061;48162;25362
;;29;32730;25620;175530;93095;140382;53791;34829;18154;3067;47947;25927
;;30;33997;25957;175684;95246;143494;56721;35529;18166;3021;48355;26791
;;31;34220;25720;179718;96488;145736;56655;35248;18274;3074;48627;27344
;2;1;33031;25174;182558;95918;145946;54467;33460;18434;3067;48751;26476
;;2;31765;25211;184940;94587;145001;53129;32993;18732;3042;48566;25730
;;3;33085;25939;187561;93972;145790;54174;34204;19446;3096;49009;26226
;;4;32488;27233;183267;92244;143803;53582;33961;19266;3071;48633;25467
;;5;32556;26434;181790;89878;141742;53129;33304;19522;3036;48230;24186
;;6;32376;26858;179089;90674;140615;52510;32932;19310;3070;48951;23725
;;7;32162;26681;178588;92422;139252;52726;33037;18969;3083;47993;24343
;;8;31058;25765;174754;91220;138171;50143;32088;18777;3033;47237;24868
;;9;30376;25259;173141;92012;136156;49786;31906;18607;2961;46672;25052
;;10;32588;25043;172023;94167;139466;54145;34268;18657;2952;47308;26454
;;11;34048;25556;171774;96275;141941;55758;34616;17772;2904;47709;26626
;;12;34893;24774;176415;95966;143104;55921;33816;18073;2894;47834;26437
;;13;33935;25303;177436;94535;141541;55040;34281;18029;2819;47802;26157
;;14;33254;25631;177363;93692;140367;53864;33834;17703;2909;47752;26030
;;15;32036;25294;176259;93552;139272;51521;32469;18203;2956;47901;25571
;;16;31442;25321;176087;93851;139433;51634;33124;18182;2990;47904;25716
;;17;33232;25358;177891;93863;140635;53559;32936;18366;3030;48270;25587
;;18;32854;25812;176531;92199;139588;53485;33198;17944;3017;47937;25460
;;19;33214;24845;177161;92401;139537;53622;32207;18714;2973;47691;25570
;;20;32611;25029;176198;92503;138492;52168;32201;18584;2955;47333;25497
;;21;31713;25348;173448;91619;138721;51711;31868;18065;2912;47263;25335
;;22;30152;24178;171682;91967;136492;48625;30728;18318;2856;47260;24760
;;23;29325;24002;170354;91072;136094;47979;30086;17465;2782;47018;24426
;;24;30753;24220;171792;92530;136142;48384;31521;17865;2662;47377;24401
;;25;32900;24179;172751;93454;139055;50717;33044;17214;2791;47365;25237
;;26;33049;23822;174412;92205;139162;51313;32779;17868;2829;47542;24899
;;27;32181;24445;173921;92007;138414;50758;31876;17919;2842;47746;25456
;;28;31480;25153;172201;91857;138596;49988;31302;18017;2782;47145;25199
;;29;30057;24449;171336;91050;137154;47393;30067;17665;2741;47106;24594
;3;1;29153;23769;170227;89782;136232;46703;29994;17090;2700;46833;24225
;;2;30889;21955;170517;89428;137733;48539;31597;16070;2758;47359;24503
;;3;31364;24397;169458;89668;137436;49484;31637;17654;2776;47141;24515
;;4;31782;24901;169578;90677;137448;50382;31520;18095;2787;47193;24566
;;5;31760;24984;168603;87872;136722;50672;31636;17843;2782;46957;24544
;;6;31622;24823;168169;89881;137723;51111;32258;17241;2749;46954;25092
;;7;31353;23623;168834;90877;139920;50814;31809;16741;2714;47198;25199
;;8;30182;23809;169178;90013;138076;48491;30089;16570;2672;46830;24649
;;9;30267;24644;169149;91309;136858;49511;30509;17121;2714;47011;24761
;;10;31521;24582;167804;91195;137793;50292;30943;16889;2715;46800;24824
;;11;32174;23743;168284;91152;136501;51502;31154;17086;2673;46607;24750
;;12;31857;24362;167811;90708;136028;50121;30842;16645;2659;46923;24384
;;13;30960;24268;163543;90163;135213;48982;30878;16086;2633;46321;24210
;;14;29851;23010;159521;89428;133047;48246;30792;15641;2668;46182;23920
;;15;29168;22627;158017;88909;134022;46232;30277;16298;2681;46243;23722
;;16;30544;23338;158175;87751;133533;48069;30753;15920;2608;45836;24272
;;17;30014;23508;156478;87016;133594;48209;31089;15698;2572;45988;23800
;;18;30314;22896;156522;87582;134453;48688;30744;15625;2538;46124;23101
;;19;30519;23116;158322;88171;133853;48803;31027;15792;2511;46040;22929
;;20;30333;23798;159119;88627;135076;48516;31214;15838;2552;46160;23559
;;21;28905;22243;159084;88455;133049;46653;30912;15962;2494;46208;23688
;;22;28572;22190;155670;88696;131946;46545;29911;15167;2519;45888;23311
;;23;30404;22519;156889;89168;133576;48033;30813;15913;2491;46162;24418
;;24;30759;22798;161827;90500;136171;48903;30880;15578;2456;46650;24781
;;25;31266;23479;165208;89815;137198;48970;31028;16943;2602;46512;24571
;;26;30695;23527;165806;89831;134920;48964;31203;16033;2606;46151;24040
;;27;30154;23832;161815;88028;135103;48517;30590;16179;2575;45875;23911
;;28;29273;22498;159129;88295;132721;45669;29391;15933;2487;45863;23315
;;29;27838;22378;157741;87445;132037;44146;28665;15655;2470;45718;22631
;;30;27742;22717;157045;86425;131330;44125;28644;15579;2467;45851;22631
;;31;27276;23008;155057;84271;131563;43245;27886;14866;2480;45484;22338
;4;1;26766;21296;153173;84235;129260;42871;27256;14737;2472;44821;22281
;;2;26408;22225;150710;83127;128168;42863;27403;14417;2442;44972;22320
;;3;25889;23019;148101;83257;127822;42040;27078;14070;2416;44839;22435
;;4;26145;22536;148396;84795;127417;41640;27185;14411;2402;44740;22316
;;5;26035;21895;149608;84233;126116;40642;27284;14513;2342;44537;21997
;;6;26740;22783;150108;84428;126489;41507;27731;14835;2274;44663;22429
;;7;26451;22910;149873;82999;127154;41914;27861;13950;2224;44559;22570
;;8;27650;21780;148233;85535;127221;42799;28079;14598;2204;44558;22788
;;9;27851;22126;148251;85838;127369;43020;28303;14267;2176;44667;22887
;;10;27549;22604;146196;85477;129145;42960;28162;14091;2170;45044;22627
;;11;26823;21535;148863;86143;128019;41372;26859;14444;2139;45136;22223
;;12;25625;21369;150063;84518;125753;39611;26282;14613;2133;44730;21827
;;13;27754;22201;147699;84151;125558;41743;27020;14529;2101;44727;22221
;;14;27208;22556;145605;85163;126092;41682;27468;14523;2072;44851;22306
;;15;28113;20808;147129;84176;124520;42278;27771;14318;1988;44565;22404
;;16;28146;21379;147099;85190;125110;41486;27576;13941;2000;44778;22776
;;17;27283;21424;147255;85245;126331;40158;26979;13555;1994;45034;22514
;;18;26935;21367;150678;86191;125350;39559;26511;14092;2065;45014;22262
;;19;24482;20901;149962;82743;122746;36442;25226;13868;2012;44322;21248
;;20;26248;22380;149812;84175;123759;38542;25956;14259;2016;44242;21527
;;21;25841;21803;148863;83573;122803;38860;25564;15051;1949;44041;21902
;;22;25553;22222;145917;82825;122818;38027;25042;14149;1949;43513;21853
;;23;25583;21008;143034;82931;122222;37567;25184;14288;1925;43198;21457
;;24;25042;21224;139614;82511;121911;37114;25387;13025;1874;43003;21159
;;25;24261;20256;139913;83168;120303;37087;24689;13704;1811;42881;20974
;;26;23691;21002;139063;82131;120194;34433;24174;13721;1776;43152;20576
;;27;25121;21367;140755;82110;122052;35950;25003;13946;1797;43351;20680
;;28;24429;21759;140169;82304;120841;38278;25125;13688;1688;43297;20698
;;29;24538;21061;137751;79657;121050;36795;25149;12935;1610;43004;20590
;;30;24010;20117;138647;78746;120478;35292;24951;12983;1602;42782;20243
;5;1;23267;20605;138017;79356;119925;35211;23821;12080;1617;43139;19108
;;2;22547;19307;139707;80511;120522;34293;23570;13041;1670;43305;18667
;;3;22209;20240;140846;79405;119087;33981;23539;13402;1632;43191;18230
;;4;23603;20699;140040;81788;119511;37761;24489;13237;1681;43219;18841
;;5;24315;21152;141536;82610;121956;37938;24136;13457;1795;43791;18826
;;6;25472;21152;141417;82421;122224;39587;24333;12947;1856;43909;19109
;;7;24906;20499;142436;82181;122107;37400;23906;12948;1938;44241;18348
;;8;24226;20082;144251;81388;120793;35008;23310;12880;1819;43747;17696
;;9;22384;19133;144663;79377;118884;31830;22232;13561;1814;43370;16816
;;10;22141;20229;141509;79254;117415;32108;22238;13498;1764;43268;16425
;;11;22484;21708;137584;79494;116962;33564;22760;13525;1712;43062;16705
;;12;24116;21476;136845;79285;116512;34980;23876;13166;1666;42832;16812
;;13;24415;21307;136485;79204;116965;35304;24110;12775;1708;42635;16829
;;14;24319;20139;139860;79538;118010;34550;24411;12797;1618;42909;16996
;;15;24035;20240;141286;78780;118030;34844;24174;13295;1632;42926;16782
;;16;23249;19464;137851;79618;117286;32797;22829;13584;1629;42982;16456
;;17;22615;19579;136348;79034;115107;32787;22543;13249;1558;43001;16312
;;18;24498;20486;134725;79654;115617;35047;23735;13481;1556;42857;16985
;;19;24428;20318;133493;78057;114958;35341;23868;13331;1582;42878;17014
;;20;24676;20007;131224;78084;114711;34492;23379;12442;1482;43057;17031
;;21;24537;19722;133830;79430;114486;34869;23518;12729;1487;42805;17113
;;22;23855;19573;133121;79664;115489;34196;23550;12460;1451;42938;17196
;;23;22752;18789;132415;78709;114744;32536;22655;12310;1500;43022;16338
;;24;22818;19086;132541;77938;114451;32369;22479;12793;1466;43132;16279
;;25;24348;20368;133348;79263;116201;34985;23973;12470;1462;42702;16852
;;26;24514;19074;132692;77549;115086;34033;23472;12716;1469;42294;17093
;;27;23849;19630;133859;78129;116504;35017;23292;12166;1473;42822;17347
;;28;23538;18025;138687;78469;116901;35419;23200;12927;1627;42787;17247
;;29;23798;19159;136470;78084;117956;34967;23124;12411;1580;42663;17300
;;30;22643;18377;135844;78816;117834;33770;22302;12603;1668;42969;16865
;;31;21907;19558;135309;79621;118062;35244;21957;12666;1703;43034;17148
;6;1;23731;19729;138032;79288;119217;35874;22993;13367;1631;43324;17570
;;2;23757;21067;136643;79287;117456;36040;22998;13295;1695;43033;17252
;;3;23653;19412;133782;79460;118318;36152;22953;12511;1565;42945;17973
;;4;23379;18831;134843;79703;116310;35427;23481;12523;1696;42954;18280
;;5;23796;18973;133534;79768;117753;37202;23404;12537;1715;43405;18037
;;6;22866;18162;136054;80078;118144;35191;22393;11764;1714;43919;17504
;;7;21848;18945;136444;79727;117163;33287;21924;12311;1700;43086;17059
;;8;23165;19631;135865;79608;118855;35969;23392;12948;1698;43152;18166
;;9;23703;19986;135457;79779;116980;35613;23873;12906;1782;43239;18068
;;10;23735;19367;134275;78546;118480;36178;24277;11965;1767;43216;18177
;;11;23752;18195;135470;77865;116893;35023;24268;12750;1666;43211;18117
;;12;22761;18617;133445;78156;114926;33412;23091;11857;1614;43244;17527
;;13;22373;17513;131986;78647;114588;32817;22841;12292;1518;42933;17446
;;14;22418;18594;130603;78555;113907;32796;22215;11765;1465;42851;17567
;;15;23671;19853;131242;79695;114349;34399;23245;12725;1431;43095;18034
;;16;23704;19913;132141;79384;114206;35134;23742;12565;1439;43086;17786
;;17;24200;19696;130970;79644;115435;34964;23739;12381;1437;43255;17593
;;18;23930;19087;131529;76410;114610;36006;24023;12096;1412;43329;17792
;;19;24284;19665;131829;77917;115313;36671;24080;12299;1410;43180;18191
;;20;23044;19540;131521;77325;114919;34537;22991;12528;1415;43346;17972
;;21;22632;19632;130439;77263;115371;33796;23012;12215;1448;43779;17533
;;22;23982;19710;131153;76568;116435;35884;24009;12168;1493;43760;17960
;;23;24119;19611;130629;75689;114571;35843;24193;12290;1439;43518;18060
;;24;23905;19681;129510;75159;114797;34439;23431;11402;1394;43632;17988
;;25;24581;18334;129331;75475;114824;34249;24099;11633;1388;43842;18337
;;26;24372;18333;128645;75777;115505;34481;24048;11859;1412;43579;18209
;;27;23297;17319;127839;75643;113873;33585;24108;11646;1417;43515;17743
;;28;22317;18857;128367;75546;113516;32752;23633;12100;1397;43500;17707
;;29;24211;19979;129716;75745;114804;35018;24258;12744;1450;43962;18357
;;30;24061;20210;129285;76657;113917;34650;24217;12520;1428;43698;18163
;7;1;23233;19610;129944;76771;114731;33935;23234;12526;1397;42392;17714
;;2;24203;19954;128926;78139;114884;35379;24213;12345;1341;43722;17970
;;3;24429;18144;128731;77939;115676;35391;24283;11715;1413;43648;17606
;;4;23364;17900;128135;78451;114973;33370;23419;11630;1394;43180;16736
;;5;22836;18326;128663;77780;113668;32616;23028;11051;1392;43223;16485
;;6;24469;18970;129344;77988;114112;34409;24188;12372;1358;43412;16935
;;7;24548;19075;129066;77635;114760;35572;24728;12743;1364;43225;17020
;;8;24618;19866;128352;76801;115321;35864;24853;12345;1417;43395;17328
;;9;24514;19166;128500;77474;115146;35371;25300;12218;1416;43209;17379
;;10;24598;18519;127645;77894;115167;34930;24967;11935;1423;43471;17333
;;11;23158;17404;125787;77576;114197;32398;23986;11590;1345;43255;16732
;;12;22745;17415;126126;77169;113651;32590;23753;11462;1334;43266;16722
;;13;24597;18683;126467;78306;115771;35696;25025;12315;1413;43249;17338
;;14;24619;19836;126287;77801;115738;35800;25317;12407;1440;43141;17130
;;15;24910;19340;126453;78067;115350;35403;25108;12386;1373;43383;16846
;;16;24820;19565;124840;79036;115573;35299;25487;11902;1341;42937;16873
;;17;25427;18444;124860;78460;115492;35875;25659;11630;1315;43315;17100
;;18;24121;18056;122714;78734;115290;33491;24990;11316;1348;43133;16540
;;19;23939;17935;126419;77876;114410;34210;24579;11664;1344;42930;16407
;;20;25895;19254;128752;78941;115927;36268;25751;12583;1414;42953;17151
;;21;25520;20499;127279;79235;116982;35493;24777;12818;1392;42591;17052
;;22;25654;20035;128904;78354;116407;35397;25150;12732;1414;42423;16705
;;23;25362;19894;129858;79641;116363;35220;24728;13043;1372;42460;16696
;;24;25017;19217;128135;79183;116206;34700;24469;12418;1419;42485;16798
;;25;23777;18234;127787;79275;115378;32901;23411;12195;1385;42448;16548
;;26;23266;17240;125905;78356;114773;32875;23376;11721;1359;42561;16611
;;27;24653;17740;129170;78900;116307;35082;24445;12641;1427;42437;16935
;;28;24342;18453;128587;77242;115826;34976;24502;12448;1401;42088;16937
;;29;24454;19470;128151;77088;116932;35672;24712;12450;1385;42385;17043
;;30;24403;18736;130110;77672;115791;35543;24800;12460;1423;42438;16706
;;31;24259;18954;128830;78323;116590;35488;24519;12505;1486;42575;16563
;8;1;23680;18666;129532;78409;116103;33429;24309;12327;1493;42371;15549
;;2;23431;19934;130739;77335;115471;33265;24272;12572;1514;42647;15208
;;3;25259;19473;132016;77725;116961;35859;25899;12741;1475;42745;15711
;;4;25563;19764;130763;77852;116809;36333;25643;12684;1455;42690;15855
;;5;25655;19867;129410;77367;116683;35893;25297;11820;1457;42690;15929
;;6;25706;19329;131690;78004;116516;36414;25360;12207;1452;42837;16125
;;7;25035;18860;130478;78143;116966;36204;25471;11666;1444;42801;15942
;;8;24172;18079;131052;77950;115780;33707;24591;11838;1446;42808;15515
;;9;23999;18204;131051;77854;115906;33753;24272;11503;1343;42686;15470
;;10;25863;19352;131406;79293;117148;36616;25434;12203;1469;42761;16241
;;11;26271;20064;128712;77803;116403;36730;25443;12244;1476;43086;16197
;;12;26066;19637;128001;78357;117373;35928;25122;12273;1443;42847;16226
;;13;25924;19296;130136;79710;116642;36229;25127;12019;1432;42729;16061
;;14;25178;18430;128477;78644;115747;35988;24658;12167;1433;42955;15892
;;15;23572;17843;130042;79073;114855;33759;23803;12352;1435;42942;15280
;;16;23608;19543;130944;78002;115109;33481;23805;12239;1361;42648;15141
;;17;25319;20450;131662;77619;116172;35511;24556;12557;1383;42786;15781
;;18;25447;20158;129535;77247;116663;36006;24896;12683;1371;42755;15667
;;19;25286;20006;128874;77320;117938;36581;24890;12254;1456;42797;15523
;;20;25407;19271;130783;78301;116824;36510;25233;12086;1599;42504;15410
;;21;25227;19040;129155;79014;116480;36158;24932;11904;1466;42651;15702
;;22;24076;18184;130345;77744;116589;34570;23894;11752;1506;42314;15676
;;23;23713;19136;132944;78337;116260;34028;23631;12232;1476;42526;15831
;;24;25341;19381;131660;78401;117882;36193;24564;13108;1504;42682;16602
;;25;25796;19519;130665;77839;116746;36403;24720;12963;1576;42775;16598
;;26;25389;19274;128884;78074;117752;37340;24946;12251;1619;43189;17352
;;27;25332;18887;130333;77647;116111;36545;24731;11806;1592;43047;17627
;;28;25317;18386;132787;79079;116314;36171;24515;11957;1598;43396;17124
;;29;24304;18082;132383;78795;116633;34402;23891;12030;1605;43170;16723
;;30;23873;19013;133098;77073;116044;34541;23899;12554;1645;43346;16572
;;31;25137;19925;133272;79085;117183;36211;25356;12157;1592;43463;16785
;9;1;25278;19875;131919;78867;116661;36321;25088;12436;1567;43380;17072
;;2;25683;20503;133090;78848;117288;37229;25578;12896;1610;43511;17320
;;3;25486;19653;132914;78492;117103;37279;24915;13187;1574;43354;17285
;;4;25372;20202;131949;80492;116633;37352;25399;12967;1504;44453;17109
;;5;25233;19578;132806;82211;116781;36912;24921;12515;1637;44397;16945
;;6;24553;19102;135065;81396;115812;36572;24706;12253;1705;44289;16869
;;7;26672;18765;135165;81052;119157;39419;26358;12216;1793;44381;17196
;;8;27544;20580;135763;80638;117403;40662;26541;12338;1736;44644;16949
;;9;27503;20210;133133;81200;118333;40256;26460;12040;1778;44947;17200
;;10;27206;18644;135987;81947;118908;40122;26146;11600;1800;44877;17409
;;11;27030;18460;135948;82004;119622;39398;25901;12539;1792;45126;17319
;;12;25788;18226;139376;82538;118905;37051;25141;12742;1826;45133;16698
;;13;25137;19197;142355;82554;118585;36288;24446;13876;1858;45062;16505
;;14;26784;20624;143317;82189;120194;38627;25378;14136;1892;44723;17359
;;15;26961;20539;142372;82937;118448;38822;25581;13670;1868;45186;16836
;;16;27352;21317;138071;83325;119237;40092;26153;14114;1900;45441;16774
;;17;27363;20971;138001;82919;118220;39254;26190;14077;1828;45242;16532
;;18;27637;21248;136888;84064;119928;40427;26491;13515;1779;45251;17036
;;19;26323;19720;141538;85248;119632;39224;25576;12969;1791;45221;17486
;;20;25840;19359;139342;83636;120504;37001;25108;13227;1832;45223;17208
;;21;27223;19725;140006;84155;119884;38636;26356;14107;1838;44686;17661
;;22;27418;19755;141855;84170;119182;39505;26157;14143;1832;44917;17970
;;23;28040;21115;142108;84719;121505;42751;27429;14514;1839;45315;18230
;;24;28895;21028;142418;84686;121098;43139;28036;14325;1914;45526;19180
;;25;28683;21480;141442;85015;120940;42663;27593;14043;1960;45843;18984
;;26;27513;20846;145310;85038;120338;40812;25742;13994;1973;45189;18792
;;27;27183;21962;146375;84496;120892;41069;25846;14477;1948;45389;18249
;;28;28645;22424;146245;84151;122733;42821;27093;14554;1999;45315;18736
;;29;29708;22495;147170;85197;123559;45113;27338;14849;1984;45790;18628
;;30;29496;21949;148360;84550;125628;43963;27579;14082;2033;45911;18676
;10;1;29856;20835;149358;85221;126210;45022;27425;14579;2116;46590;18770
;;2;29449;22713;150850;85683;125300;44655;26867;14991;2124;46672;18831
;;3;28199;22604;150469;85696;124953;41763;26061;15391;2102;46524;18344
;;4;28203;22400;151858;85330;123462;41563;26393;15043;2126;46365;18499
;;5;29900;22176;150058;86864;125120;45023;27866;15082;2103;46267;19534
;;6;30551;22584;149234;86008;126838;45852;28070;15421;2116;46234;19851
;;7;30976;22711;149438;86977;127377;46695;28552;14932;2138;46385;20342
;;8;30699;21467;152194;87738;127593;47016;28618;14943;2181;46277;19992
;;9;30615;23120;152552;88121;128064;47082;28424;14920;2209;46475;20206
;;10;29260;22183;153941;88232;128213;45381;27409;14946;2248;46501;19728
;;11;28684;23011;155158;87402;127497;44814;26710;15323;2270;46476;19676
;;12;30521;23976;156644;87173;128604;46190;27587;15944;2247;46414;20485
;;13;30165;23884;157327;86257;127579;45593;27286;16283;2245;46378;20138
;;14;30153;23712;155937;86257;128040;45089;27529;15283;2258;46175;19776
;;15;30023;22518;154336;86825;128417;45518;27995;15183;2214;46049;19823
;;16;29432;22552;152750;86873;128999;45969;27780;15054;2238;45851;19958
;;17;28747;22568;153934;86367;127588;44084;27078;15010;2219;45410;19330
;;18;28264;23448;151834;86554;126095;43352;26999;15340;2221;45363;19618
;;19;30662;23150;155836;88042;129050;46410;28950;16029;2257;45757;20547
;;20;30768;23162;156911;87251;129301;45870;28189;16335;2223;45828;20354
;;21;30240;23136;155114;84941;127365;45605;28227;15772;2243;45606;19903
;;22;30741;21990;153827;86199;126012;46207;29003;15240;2270;45542;20234
;;23;30566;22958;151843;87144;127586;47215;29383;15108;2277;45937;20575
;;24;29792;22672;154083;87792;128933;46468;29243;15437;2325;45902;20470
;;25;28999;23018;157398;88152;128717;46626;28906;15900;2293;45870;20588
;;26;30471;24060;158510;88126;130947;48183;29923;15751;2310;45968;21301
;;27;29741;23995;157563;86064;131006;47317;29948;15528;2335;45760;21389
;;28;30551;22314;156020;86552;130478;49005;30516;16126;2381;46145;21370
;;29;30956;23485;156486;88436;131141;49703;30584;15860;2401;46168;21500
;;30;30849;24285;157438;88559;133069;48776;29943;15981;2377;46307;21231
;;31;29481;23012;159443;87979;131390;47427;29260;16016;2363;46086;20132
;11;1;28498;23826;161534;87208;129860;46704;28561;16201;2318;46010;20119
;;2;30453;24089;163403;86667;129579;48505;30041;16690;2369;46268;21131
;;3;30234;24080;161809;87120;130433;47925;29865;15966;2398;46236;21349
;;4;29711;22395;162322;88587;131766;47223;29291;16305;2411;46063;21300
;;5;30767;23318;163929;88294;131822;48646;29877;16089;2496;45719;21001
;;6;30138;23886;162547;87944;132188;48280;29817;16326;2384;45700;20772
;;7;28896;23800;163848;87783;131874;46038;29291;16155;2362;45926;20334
;;8;28467;24185;161077;86820;129121;44676;28828;16540;2387;45778;20028
;;9;30501;23868;159226;87065;130243;47152;30322;16575;2526;45992;20640
;;10;30969;24057;157745;88157;131337;48474;30830;15758;2486;45922;21113
;;11;30733;23465;161059;87448;131261;49459;31284;16607;2441;45670;21240
;;12;30854;23293;161083;88655;131424;49434;31310;16759;2405;45920;21403
;;13;30790;23662;159994;88827;133489;50381;31621;16090;2405;46080;21609
;;14;30277;22849;161520;87845;133122;48591;31024;16272;2417;46269;21588
;;15;30038;23124;163241;88170;132967;48899;30707;16417;2452;46582;21491
;;16;32322;24731;166136;89622;136206;51333;32566;17152;2520;47040;22051
;;17;33198;24524;165342;91358;137758;53187;33382;16482;2502;47253;22543
;;18;34051;24454;166882;91151;138090;54886;33040;17550;2499;47041;21920
;;19;34057;24454;170498;91515;136912;53615;32723;17550;2653;47196;22353
;;20;33314;24511;169907;91275;137905;52798;32674;16808;2686;47059;22283
;;21;31820;24019;167255;90632;134545;50723;31559;17160;2661;46737;21452
;;22;31433;24014;165737;89973;133619;49679;31374;17113;2648;46350;21190
;;23;33261;23959;164428;91245;135061;52419;33497;16476;2680;46738;22095
;;24;32886;24252;164177;90647;136301;52524;34329;16028;2706;47029;22217
;;25;33112;23504;168548;90938;135959;52635;33111;16531;2716;47011;22434
;;26;32906;23718;164556;88321;131691;51898;31947;16244;2663;45656;21932
