Год;Месяц;День;Архангельская область;Астраханская область;Белгородская область;Брянская область;Владимирская область;Волгоградская область;Вологодская область;Воронежская область;Ивановская область;Кабардино-Балкарская Республика;Калининградская область;Калужская область;Карачаево-Черкесская Республика;Кировская область;Костромская область;Краснодарский край;Курганская область;Курская область;Ленинградская область;Липецкая область;Московская область;Мурманская область;Нижегородская область;Новгородская область;Оренбургская область;Орловская область;Пензенская область;Пермский край;Псковская область;Республика Башкортостан;Республика Дагестан;Республика Ингушетия;Республика Калмыкия;Республика Карелия;Республика Коми;Республика Крым;Республика Марий Эл;Республика Мордовия;Республика Северная Осетия-Алания;Республика Татарстан;Ростовская область;Рязанская область;Самарская область;Саратовская область;Свердловская область;Смоленская область;Ставропольский край;Тамбовская область;Тверская область;Тульская область;Тюменская область;Удмуртская Республика;Ульяновская область;Челябинская область;Чеченская Республика;Чувашская Республика;Ярославская область
;;19;20323;12010;43961;12144;18720;40204;37463;30862;9683;4650;13319;18420;3769;20069;9873;73211;13445;25150;126675;36011;285120;35765;50919;12522;44137;8019;13721;68870;5689;77385;18957;2133;1670;23489;24894;21387;6899;9112;5901;80205;49824;18541;65464;34561;117987;17328;28021;10026;23268;27211;268391;26355;15799;102883;7424;14088;21584
;;20;21179;12261;44267;12748;20944;41794;38563;32482;10666;5158;13981;20354;3966;21654;10971;76384;13813;25779;133639;36713;305317;37212;56448;12854;44774;8549;14191;70941;6205;79542;19214;2159;1718;23812;25302;22259;7816;9337;6174;85470;52814;19887;70586;35673;123470;17967;30010;10520;24872;29067;269411;28816;18005;105764;7438;15638;23448
;;21;20806;12808;42992;12514;20619;42339;38073;32203;10652;5072;13637;20427;3974;21169;11140;77176;13943;25557;133242;34892;302554;36810;55072;12542;44949;8178;14629;68810;6328;79114;19135;2031;1711;23485;24788;21942;7513;9421;6122;84495;52825;19581;70421;35256;120958;17979;30300;10373;24650;28925;265957;28662;17693;104485;7301;15886;23108
;;22;20715;13253;43811;12748;20095;42711;37220;31551;10449;5089;13436;20554;4167;20979;10987;77015;14298;25611;133198;34892;299390;36633;56347;12344;44279;8206;13885;69319;6269;79719;19898;2093;1769;23417;25347;21396;7419;9409;6092;83771;52203;18990;70517;35219;120314;17870;31089;9877;24556;28629;265278;28574;17161;103800;7324;15427;22526
;;23;20740;12982;43901;12758;20409;43597;37471;31674;10410;5196;13281;19935;4122;21163;10953;74101;14473;25514;131959;35003;297065;36600;56565;12379;44739;8425;13887;68714;6177;80134;20511;2190;1789;22943;25294;21058;7517;9659;6250;84829;51056;18779;70685;35519;120208;17814;30148;10130;24198;28461;264650;28440;17452;103321;7677;15640;22149
;;24;20844;12583;44394;13029;20252;42205;37126;31632;10381;4990;13115;19492;3929;20990;10816;72515;14124;25978;131855;35154;299763;35946;56036;12435;44999;8442;13967;69488;6154;80556;20216;2136;1718;23359;25131;20484;7298;9268;6083;83985;50127;18446;69246;34775;120422;17587;29400;10181;24592;28670;264613;28229;16853;105275;7439;15199;22373
;;25;20377;12114;43238;12189;18890;41837;36863;30539;9733;4673;13132;19142;3755;20433;10526;72896;13802;25185;128616;34536;285311;35944;52739;12149;44105;7915;14067;68834;5828;79244;19171;2027;1659;23379;24708;21076;6922;9208;5783;81351;48985;18981;66946;33883;118632;16530;28305;9859;23140;27657;263980;26642;15775;101545;7201;14521;21507
;;26;20542;11756;42645;11726;18353;40671;36933;29740;9572;4732;12705;18066;3798;20016;10208;72881;13591;24725;127670;34040;278920;35639;50110;12497;42609;7847;13030;68510;5800;77518;19043;2092;1652;23834;24695;21256;6713;8687;5846;78947;48597;18098;64867;33161;118226;16732;28268;9566;23154;26973;262929;26064;14946;100303;7238;13668;21022
;;27;21671;12601;43844;12723;21149;44004;37230;32129;10592;5031;12975;20001;3988;21511;11137;76037;14380;25526;133723;35491;304396;36592;56590;13272;43695;8627;14072;70041;6228;78858;19376;2109;1733;23571;25005;21902;7415;9091;6138;84166;52272;19394;69355;35394;121299;17991;30314;10408;24737;28681;265588;28385;17026;101744;7346;14884;23602
;;28;21408;12639;43474;12748;21661;44458;38014;32456;10759;4788;12913;20258;3871;21554;11076;75123;14011;24994;134026;34583;308056;36549;56296;13347;44567;8690;14588;70747;6225;79697;19487;2085;1678;23140;24983;21139;7291;9000;6068;84867;51925;19324;69694;35427;120516;17555;29880;10425;24813;28949;266712;28699;17072;100490;7045;15504;23863
;;29;20830;12224;39995;12758;21422;43959;37264;32453;10873;4835;13179;20304;3630;21863;11116;72354;14401;25386;134979;35176;307417;36983;57837;13290;44158;8760;14472;69857;6230;79686;19082;2049;1649;23507;24921;20581;7292;9166;5943;84580;50926;19119;70380;35564;123152;16850;29345;10507;24912;29026;269407;28491;17230;100544;7346;15682;23819
;;30;21131;12208;43460;12795;21617;44665;37596;32810;10940;4702;13098;19046;3609;21731;11400;70904;14077;24805;134882;35186;309805;36199;56650;13467;43872;8737;14646;69950;6291;79763;18275;1983;1663;23839;25154;20016;7547;9228;5821;84445;52734;19074;69566;35762;123244;16860;28702;10626;25128;29024;271707;28609;17362;100144;6927;15589;24351
;;31;21075;12488;43077;12906;21471;44277;37679;32433;10834;4971;12975;20932;3960;21546;11266;73274;13993;25032;132552;34992;311031;36681;56783;13467;43808;8634;14167;71128;6507;80342;19298;2128;1675;23724;25354;20663;7700;9226;6123;83622;51682;19271;69112;36022;123016;17119;29271;10536;25669;29086;266899;28376;17154;99118;7386;15422;24148
;4;1;20684;12350;43007;11625;19081;42633;37626;31254;9912;4797;11882;18603;3702;20233;10588;70079;12655;23862;127777;34912;286073;36269;52908;12695;42289;7814;13155;69374;6099;77404;19028;2069;1685;23839;25328;19943;7116;8993;5791;80585;49975;18141;64491;35786;119581;16679;27550;10068;23885;27612;263094;26664;15690;96638;7495;14023;21996
;;2;20496;12056;42628;11130;18808;41371;37817;30199;9796;4760;11452;18137;3590;20241;10410;68158;12989;23367;125419;34638;284237;36354;50955;12444;43173;7664;12954;68221;5607;77425;19698;2078;1652;22847;25093;19186;7031;8801;5998;79541;48301;17622;63677;35396;119536;16168;26386;9890;23271;27083;263892;26572;15413;96124;7551;13776;21889
;;3;21446;12277;41789;11673;20981;41476;37998;30730;10678;4829;12357;18840;3553;21239;10475;69424;13539;23588;132589;34306;304948;37140;55417;13009;44219;7851;13900;69371;6264;79432;19401;2044;1645;22871;25694;19683;7399;9280;5953;84046;49909;18230;67962;35876;121503;16698;27110;10015;24863;28199;266114;28218;17289;99065;7255;14802;23760
;;4;21053;12050;42671;11766;20870;42978;37552;31202;10655;4617;12299;19006;3572;21280;10553;69695;13336;23047;131002;33652;302454;35952;54391;12932;43786;7846;13706;68817;6323;77551;18667;2011;1669;22644;25042;19766;7263;9089;5760;84125;48572;18369;67156;35973;121751;16851;27258;10042;25001;28544;265437;28124;16908;97672;6943;14569;23568
;;5;20861;12326;42844;11957;20717;42492;37058;31112;10701;4602;12707;18570;3474;21143;10333;67595;13061;23310;127654;34293;298258;35661;56278;12619;42321;7858;13320;68456;6266;78506;18506;1986;1677;22422;24463;19471;7550;9355;5800;84326;49878;18638;67132;35501;122191;16566;27497;10064;24426;27811;265662;28406;16709;98303;6838;14739;23845
;;6;20672;12028;41559;11743;20234;41469;36801;30849;10593;4845;12838;18880;3543;20983;10161;67478;12903;23185;128049;34264;287122;35826;55983;12477;43424;7744;13500;67546;6164;77513;18261;2032;1611;22191;24749;19405;7306;9215;5985;83713;50649;18444;66286;35628;120409;16530;27770;9953;24192;27498;264701;27854;16620;94854;7059;14714;23201
;;7;20609;11631;42986;11681;20013;40758;36830;29950;10426;4592;12677;17678;3510;20503;9949;69187;12520;23215;128092;34344;285137;36228;54280;12453;42648;7825;13139;67760;6033;76313;17791;1960;1579;22586;25124;19685;7184;9046;5783;82703;49139;17897;64922;34838;120344;16816;26863;9783;24290;27404;264709;27658;16384;94850;6961;14078;23312
;;8;20205;10984;41840;11723;18544;39634;37365;28725;9757;4524;12037;18416;3400;19392;9769;69195;11983;23149;124783;33640;273906;36516;50341;12069;42159;7578;12266;65786;5742;74275;16786;1981;1580;22715;25150;19745;6865;8655;5849;77940;47463;16989;60730;33317;115175;16164;26355;9329;22940;26545;265295;25140;14641;92864;6904;12859;21854
;;9;19807;10491;42127;10748;17801;39214;36889;28270;9288;4647;11951;17535;3454;19272;9388;69112;12099;22998;120416;32989;267741;35893;47944;11847;41551;7330;11651;65223;5583;72270;16754;2022;1585;22938;24971;20153;6563;8288;5976;75271;46984;16380;58593;32408;113072;16004;26531;8903;22322;25850;263067;24830;13797;92336;7170;12551;21334
;;10;20366;10550;42388;12328;19999;39670;37505;29795;10307;4984;12133;19763;3772;20751;10140;70886;12729;23480;123962;33586;290399;35910;53417;12184;42239;7990;13041;66462;5912;74966;18139;2108;1632;22693;25552;20863;7080;8892;6157;80193;49556;18083;63304;33370;116377;16788;28575;9590;23717;27372;261367;26987;16116;95251;7384;13921;23504
;;11;19841;10398;42138;11937;19517;39870;37396;30067;10065;4860;12458;19274;3744;20361;10098;70523;12447;23141;123851;32368;282254;35946;53635;12024;42352;7390;12679;65362;5912;75439;17995;2042;1621;22326;25377;20391;7080;8883;6143;80775;48002;17866;62871;32924;113975;16506;28488;9403;23472;26802;259873;27788;16291;94531;7099;14029;23043
;;12;19439;10587;42356;11966;19780;38603;36612;30873;10092;4658;12798;20116;3648;20303;9854;68933;12237;23502;127921;33596;288697;36247;54044;12410;41487;7532;13030;65663;6040;74387;17271;1940;1600;22036;25140;19800;7150;8991;5839;79583;49501;18110;62651;33517;112454;16842;27765;9632;23933;27164;259768;27221;16058;94431;6849;14294;23271
;;13;19551;10553;42147;12337;20311;39001;36610;30899;10335;4533;12980;19211;3562;20729;10094;67485;12403;24002;133214;33757;299471;36993;53447;12678;41815;7747;13269;66420;6304;74956;17058;1916;1586;22790;23752;19991;7231;8898;5501;80019;47601;18029;62771;33060;115772;17281;27924;9767;24677;27675;259356;27947;16521;92683;6702;14628;23726
;;14;19752;10540;42817;12298;19961;38938;37696;30868;10231;4629;13113;19939;3728;20480;10007;69300;12249;23556;133365;34170;295343;37429;53807;12943;41461;7957;13388;66424;6153;75108;16780;1983;1615;22926;24999;19411;7155;9038;5749;77831;47203;17992;62822;32704;117912;17357;28333;9896;24687;27352;260257;27525;16322;94615;6790;14541;23623
;;15;19574;10337;41903;11281;18773;38657;37574;29206;9559;4344;12601;17997;3533;20192;9656;68017;12092;22784;127479;33779;279972;36633;50839;12648;40800;7405;12958;65360;5819;74040;16318;1940;1544;23314;24840;18732;6854;8797;5533;75191;46697;17372;59592;32409;115568;16645;26273;9531;24004;25677;259578;25982;14903;94202;6611;13882;22877
;;16;19547;9608;39971;10590;17421;35664;37190;27132;8501;4013;11640;17259;3291;19333;9368;61496;11663;21958;124482;32823;270793;35471;47373;12310;39497;6978;11990;64229;5495;72464;16130;1871;1506;22955;24303;16315;6400;8099;5235;72100;41959;16093;56604;29809;112866;16523;23413;8502;23193;24062;257206;25223;13335;92749;6527;12465;21479
;;17;20192;9888;40943;12171;20681;37558;38376;29969;10374;4168;12512;19622;3339;20985;10424;65504;12273;23120;133047;34316;301863;36632;54197;12985;39461;7913;13699;66462;6226;74364;15972;1790;1509;23346;24804;17568;7392;8848;5314;77967;46132;18130;63047;33838;119426;17257;26211;9643;24964;26333;260170;27809;16030;93892;6357;13938;24200
;;18;20206;9519;42876;12408;20769;38091;37524;31268;10499;4161;12696;20050;3275;20813;10412;64897;12032;23081;131950;33586;302701;35988;53672;12844;38754;7851;13550;66733;6314;74820;16033;1758;1275;22835;24910;19195;7309;8904;5432;78230;47257;18128;64585;35494;118028;17105;26897;9975;25628;26579;258062;27787;16164;93140;6287;14494;24366
;;19;19769;9427;43701;12633;20784;38233;37070;32101;10425;4173;12764;20185;3237;20642;10314;67223;11924;23773;130883;36256;302727;36195;55474;12797;38442;8086;14190;66483;6284;74258;16465;1847;1241;22109;25030;21358;7355;9476;5580;79239;49178;18480;65627;35992;117626;17335;26858;10369;25323;26626;257767;27931;17278;93420;6605;14993;24332
;;20;19423;9633;43808;12468;21034;40305;37845;32233;10812;4154;12656;18774;3411;20795;10587;67144;11743;23108;129916;35937;300471;35607;57301;12731;38052;7994;14213;66379;6258;73558;16282;1869;1440;21939;24617;20482;7540;9272;5462;80461;50122;18322;67050;36599;117942;17534;27466;10283;25104;26783;258120;28669;17333;90515;6513;15027;24330
;;21;19643;9738;43694;12734;20664;41671;39106;31610;10371;4181;12920;20028;3517;19838;10214;72617;12005;19258;132463;35315;297475;35737;55394;12866;38558;7862;13664;68128;6368;74322;15891;1901;1662;22125;24862;21786;7135;8992;5429;79434;54124;17978;65103;36214;118928;17571;28548;10108;25298;26887;259756;28515;16871;92417;6607;14707;24247
;;22;19510;9630;43177;12274;18761;40727;37793;30702;9383;4154;12055;18566;3550;18125;9596;71633;11198;22489;126157;34883;279480;35485;51194;12542;40042;7575;13541;63288;5833;72648;15967;2007;1565;21962;24438;20464;6677;8666;5507;75234;50757;17366;62712;35330;115171;16862;28094;9722;24194;26018;257515;26650;15164;90100;6833;13533;22662
;;23;19427;9464;41607;11496;18000;40497;37547;29056;9049;3943;11626;17672;3455;17819;9180;71187;11658;21699;122825;33539;274162;35848;49118;12272;39670;7324;12725;62737;5644;71725;15583;1647;1565;22439;23127;21471;6394;8293;5051;72236;50047;16507;59509;33485;113962;16542;26935;9225;23283;25254;255713;26216;14337;90791;6594;12640;21894
;;24;20464;10050;42792;12640;19704;42757;37723;30716;9980;4225;12292;18791;3523;19214;9226;74327;12135;22657;129182;34612;290881;36116;52985;12566;40467;7993;14010;64165;6066;75502;15996;1863;1584;22463;23452;22056;7091;8854;5306;77994;53614;17924;65608;37424;116847;17184;27997;9937;24588;27089;255692;28460;16964;92825;6614;14476;23458
;;25;20209;10312;40670;11845;19687;42769;37868;30530;9956;4504;12195;18769;3694;19250;9252;71942;12483;22112;129027;33242;288367;35837;52974;12413;38799;7865;12996;64871;6247;74297;17815;1953;1690;22738;24298;20587;6990;8569;5833;77367;51697;17778;63797;35587;115263;16679;28110;9745;24142;26709;253911;28173;16665;90339;6929;14373;23321
;;26;20426;9861;41637;12182;19591;41802;38080;30189;10046;4314;12241;18771;3464;18708;9331;71231;11688;22155;129919;33247;286931;34632;52787;12456;39489;7802;13742;64821;6162;73994;17232;1940;1610;21899;24520;19778;7153;8596;5777;76379;49139;18028;63493;36488;113519;17159;29088;9704;24631;26265;251581;27067;16484;90807;6907;14135;23670
;;27;20424;9585;41736;12212;20038;40530;37502;29387;10142;4321;12209;17360;3459;19143;9426;66034;11618;21519;128759;33260;292334;35228;53534;12205;38772;7711;13456;63800;6041;72481;16770;1821;1590;21813;24509;18929;7117;8235;5652;75679;47933;17770;62463;34318;114892;17377;28636;9478;24676;25969;252778;26776;16220;91098;6801;14026;23571
;;28;20198;9458;40247;11546;19981;39896;36966;28395;9888;4167;12468;18869;3334;18547;9022;64668;11309;20370;125617;32483;291983;35034;52854;12184;38849;7340;12514;63472;5981;71464;16330;1845;1585;21606;24475;17742;7129;8027;5514;73561;47001;17616;59644;33152;113022;18131;27750;8998;24350;25352;252730;25708;15089;89852;6662;13612;22888
;;29;19336;8992;40476;10065;17120;37722;37043;26529;8944;3920;12633;16926;3119;17242;8362;61449;10806;19547;125163;31764;257261;34629;47890;12345;37641;6514;11520;61497;5777;67534;16192;1836;1490;21800;24325;16607;6393;7471;5344;69465;43374;16497;54142;30291;111099;17252;25755;8232;23119;23830;250711;24134;13498;87487;6523;11985;21158
;;30;18807;8663;38563;9554;15633;36866;35690;25062;8238;3759;11950;14717;2849;16863;7673;58134;10236;18916;119754;31216;239548;34665;44265;11948;37172;6203;10677;60918;5545;66255;15642;1745;1501;21975;24039;15837;6360;7026;5187;66479;41062;15415;51457;29207;107020;16655;24428;7782;21558;22860;250415;23193;12323;85967;6391;11097;19676
;5;1;18473;8252;39476;9606;14737;36518;35106;25139;7448;3606;11539;14965;2746;16375;7570;57690;10010;18853;115426;30754;234134;34111;43003;11930;36802;6124;10711;59448;5670;64900;14451;1704;1507;21457;23477;15216;6091;7112;5089;64660;39252;15165;50631;29463;103978;16259;24192;7764;21288;21939;250546;22597;11988;84061;6355;10833;18727
;;2;19253;8516;40659;10500;16865;35495;35844;26472;8570;3887;11961;16141;2853;18217;8418;59810;10534;19392;119512;30380;251772;34562;46016;12279;37550;6591;12023;59832;5964;67772;14403;1772;1494;21829;23680;15917;6679;7422;5059;68095;42448;16285;53796;31579;108601;17380;25318;8539;22577;23446;251725;24812;13539;85536;6241;12231;20979
;;3;19177;8585;40729;10700;17291;36924;35711;26457;8566;4051;11862;14902;2770;19104;8536;58517;10793;19641;119492;29426;251118;34675;45811;11886;37476;6475;12250;60854;5866;66159;14601;1725;1444;21364;24034;15813;6564;7336;5280;70175;41994;16169;54654;30761;109144;17237;25699;8460;22621;23663;252854;25167;13861;84838;6247;12520;21279
;;4;19496;8649;40179;10547;17517;37142;35651;27081;8660;4167;11896;16262;2935;19433;8939;59611;10974;19478;119789;29418;254753;34566;46761;11812;38459;6460;11611;61490;5798;66329;14477;1619;1412;21524;24383;15723;6518;7458;5109;69997;42972;16306;54511;31086;109570;17047;26114;8425;23129;23601;252884;25368;13782;84917;6233;12462;21676
;;5;19650;8551;39226;10310;17819;37214;37212;27544;8743;4031;11656;17647;2909;19721;8970;60127;11023;19711;120335;30131;254862;34196;47492;11827;38002;6358;11523;63593;5723;68305;14251;1652;1435;21762;23951;15805;6536;7382;4932;71740;42974;16367;54847;31050;112927;16761;25239;8401;23354;24117;253038;25980;13808;86833;6205;12338;21674
;;6;19362;8479;40033;9622;16720;37032;36222;26736;8209;3779;10708;16128;2964;18865;8593;60104;10763;19057;114934;30484;235853;34578;46454;11345;38409;6022;10886;64667;5270;68363;13796;1602;1376;21569;24067;15555;6209;7182;4809;71000;39607;15656;52953;29772;112208;16170;24075;8089;22089;23308;252497;24453;12493;87134;6087;11831;20336
